,unique-id,text,aggresssion-level,preprocess,flesch_reading_ease,flesch_kincaid_grade_level,syllables,words,characters,class
766,facebook_corpus_msr_328713,Arivind is just DUM drama wala. Kumar is main international money collection agency.,OAG,arivind is just dum drama wala. kumar is main international money collection agency.,43.96,10.36,23,13,84,1
767,facebook_corpus_msr_334591,Porkis prefer gay porn. Then marry their own sisters. Thats a porki for u. 😂😂😂😂,OAG,porkis prefer gay porn. then marry their own sisters. thats a porki for u. 😂😂😂😂,84.45,5.21,19,15,79,1
768,facebook_corpus_msr_434821,Why sharad pawar. He has done nothing for india except looting the country and poor people,OAG,why sharad pawar. he has done nothing for india except looting the country and poor people,74.27,6.88,22,16,90,1
769,facebook_corpus_msr_333881,Kishan Bhardwaj if barkah duty talks against zakir naik then she is a nationalist!! And ndtv is the best! U psycho!!,OAG,kishan bhardwaj if barkah duty talks against zakir naik then she is a nationalist!! and ndtv is the best! u psycho!!,68.69,8.9,29,21,116,1
770,facebook_corpus_msr_466462,"""Maun Mohan Singh"" is talking :) . Captain of corrupt congress, silent spectator of big India loot is taking :) rare event, seem he also had pain in stomach.",CAG,"""maun mohan singh"" is talking :) . captain of corrupt congress, silent spectator of big india loot is taking :) rare event, seem he also had pain in stomach.",50.29,12.7,40,26,157,0
771,facebook_corpus_msr_467653,"See who's talking,  the pm who never spoke in the ten years in his term,  after listening thank god he was not talking",CAG,"see who's talking, the pm who never spoke in the ten years in his term, after listening thank god he was not talking",69.46,9.28,31,23,118,0
772,facebook_corpus_msr_421413,"No quotas no reservations! First the UN Should improve status of women I'm the USA, then talk about India. Who the hell are you to meddle with Indian Affairs ?",OAG,"no quotas no reservations! first the un should improve status of women i'm the usa, then talk about india. who the hell are you to meddle with indian affairs ?",57.79,12.4,41,29,159,1
773,facebook_corpus_msr_466662,I thought he is deaf and dumb...happy to hear his voice at least now.,CAG,i thought he is deaf and dumb...happy to hear his voice at least now.,95.94,3.36,16,14,69,0
774,facebook_corpus_msr_489002,Hahahaha indian army gone mad idiot country idiot army pakistani ISI zindabad,OAG,hahahaha indian army gone mad idiot country idiot army pakistani isi zindabad,39.56,10.72,22,12,77,1
775,facebook_corpus_msr_451316,Why don't u go and say all this crap in parliament Mr Modi Gi..,CAG,why don't u go and say all this crap in parliament mr modi gi..,89.9,4.2,17,14,63,0
776,facebook_corpus_msr_330398,U will never will win the war because u r just coward and crying country,OAG,u will never will win the war because u r just coward and crying country,78.81,5.99,20,15,72,1
777,facebook_corpus_msr_366290,We have caught your official butcher kalboshen.... So you trying to be innocent victim.... Bulshit india,OAG,we have caught your official butcher kalboshen.... so you trying to be innocent victim.... bulshit india,53.12,9.82,26,16,104,1
778,facebook_corpus_msr_467858,Someone please take his turban off! He is not worthy of being a Sikh!,OAG,someone please take his turban off! he is not worthy of being a sikh!,83.85,5.04,18,14,69,1
779,facebook_corpus_msr_330426,Ashish Jat then why have friendly relations with Bangladesh and Afghanistan.they are also Muslim majority countries,CAG,ashish jat then why have friendly relations with bangladesh and afghanistan.they are also muslim majority countries,53.12,9.82,26,16,115,0
780,facebook_corpus_msr_470724,"She's mother of a PM, she doesn't need any money, govt is there for all her expenses. Just for the media, Mr Modi's own mother went to exchange why can't other do it.",CAG,"she's mother of a pm, she doesn't need any money, govt is there for all her expenses. just for the media, mr modi's own mother went to exchange why can't other do it.",65.67,12.3,42,33,166,0
781,facebook_corpus_msr_442497,"disc break , hydraulic break , oil break , air break , ...which of the break you specify ..please make it clear...GST is a disc break ...NEW BREAKING SYSTEM FOR ALL MANUFACTURING STATE ...CONTROLS WITH FINANCE MINISTER -SPEED CONTROL",CAG,"disc break , hydraulic break , oil break , air break , ...which of the break you specify ..please make it clear...gst is a disc break ...new breaking system for all manufacturing state ...controls with finance minister -speed control",43.2,15.93,53,35,233,0
782,facebook_corpus_msr_330492,Hello Modi ji where are you sleeping ?. And where are mr arun jaitly and rajnath singh. How long time our security forces will be....?,CAG,hello modi ji where are you sleeping ?. and where are mr arun jaitly and rajnath singh. how long time our security forces will be....?,62.63,10.49,34,24,134,0
783,facebook_corpus_msr_333951,"don't worry about them RANDTV ..they will met their ""HOOR"" soon in jannat ..",CAG,"don't worry about them randtv ..they will met their ""hoor"" soon in jannat ..",89.52,4.0,16,13,76,0
784,facebook_corpus_msr_466861,Worst PM manmohan. Shouldn't be allowed to speak in first place,OAG,worst pm manmohan. shouldn't be allowed to speak in first place,80.31,4.79,15,11,63,1
785,facebook_corpus_msr_378742,Bus bharat jawab hi dega 56 incha wala kuchh nahi karega,CAG,bus bharat jawab hi dega 56 incha wala kuchh nahi karega,88.0,3.72,14,11,56,0
786,facebook_corpus_msr_328716,Don't u think it's better then mulla cult like you,OAG,don't u think it's better then mulla cult like you,95.17,2.47,12,10,50,1
787,facebook_corpus_msr_331699,The no of jobless people are increasing .they are choosing activism as an alternative.most of the activism is to find happiness in degrading other hard working people.this negativity cannot do anything for the betterment of the country we are just fighting one another and finding some satisfaction in that.,OAG,the no of jobless people are increasing .they are choosing activism as an alternative.most of the activism is to find happiness in degrading other hard working people.this negativity cannot do anything for the betterment of the country we are just fighting one another and finding some satisfaction in that.,13.8,23.51,83,49,307,1
788,facebook_corpus_msr_333822,Where is the coward police. Are they all wearing bangles and sleeping?,OAG,where is the coward police. are they all wearing bangles and sleeping?,74.81,5.81,17,12,70,1
789,facebook_corpus_msr_384455,No..She is lesbian.!! Witch hunter us needed to kill her,OAG,no..she is lesbian.!! witch hunter us needed to kill her,95.17,2.47,12,10,56,1
790,facebook_corpus_msr_467710,Mute Mode disabled ?  well Atleast demonetization made Mute mode off  :D .,CAG,mute mode disabled ? well atleast demonetization made mute mode off :d .,34.16,11.23,21,11,74,0
791,facebook_corpus_msr_330461,"Salute to Pakistan Army. Its a shame for Indians as their army is large in size but they are being killed by Pakistan Army.

A big shame for Indians as the world praises Pakistan's Army professionalism and its credibility in combat.

Indian Army is demoralize as they only have moral support from Indians while in Pakistan there are millions of people who could ""call to arms"" when they needed by the army.

That shows how Pak Army and people are connected with each other. Being a Pakistani I feel more proud when our army thrashes Indian army which is bigger and highly equipped.

Pakistan Zindabad",OAG,"salute to pakistan army. its a shame for indians as their army is large in size but they are being killed by pakistan army. a big shame for indians as the world praises pakistan's army professionalism and its credibility in combat. indian army is demoralize as they only have moral support from indians while in pakistan there are millions of people who could ""call to arms"" when they needed by the army. that shows how pak army and people are connected with each other. being a pakistani i feel more proud when our army thrashes indian army which is bigger and highly equipped. pakistan zindabad",-18.18,41.88,147,105,600,1
792,facebook_corpus_msr_331117,What happened to Indian constitution? Why SC not giving him hearing which is fundamental right of every citizen? Isn't this atrocity?,OAG,what happened to indian constitution? why sc not giving him hearing which is fundamental right of every citizen? isn't this atrocity?,32.43,13.95,38,21,133,1
793,facebook_corpus_msr_400847,Now send a bahubali to #LOC 😂 Rajnikant will good too... 😜,CAG,now send a bahubali to #loc 😂 rajnikant will good too... 😜,103.01,1.87,13,12,58,0
794,facebook_corpus_msr_466647,"No sense of talking now, after encouraging terror under his rule, was a puppet.",CAG,"no sense of talking now, after encouraging terror under his rule, was a puppet.",59.68,8.41,22,14,79,0
795,facebook_corpus_msr_441246,Bila and Mohammad - Shame on you for negative comments.,OAG,bila and mohammad - shame on you for negative comments.,47.3,8.9,16,9,55,1
796,facebook_corpus_msr_330411,Yes @ guarav u might hav done dat in presence of thousands of army men my god u r so braveeeee 😂 😂😂😂😂,CAG,yes @ guarav u might hav done dat in presence of thousands of army men my god u r so braveeeee 😂 😂😂😂😂,84.52,6.94,26,22,101,0
797,facebook_corpus_msr_467713,Wow miracle  of modi  Manmohan  started  speaking,CAG,wow miracle of modi manmohan started speaking,-17.81,17.48,18,7,49,0
798,facebook_corpus_msr_466449,Thousands of people have died due to bandhs and hartals. What have these politicians dine for that!,CAG,thousands of people have died due to bandhs and hartals. what have these politicians dine for that!,85.07,5.62,21,17,99,0
799,facebook_corpus_msr_467839,Look who is speeding......where were you sir when those scams happened during your tenure????,CAG,look who is speeding......where were you sir when those scams happened during your tenure????,77.81,5.88,19,14,93,0
800,facebook_corpus_msr_466438,"Prakash Hariharasubramanian you will never be able to stand any good thing about others. if it was a good deed, then it was only by bjp rss? Fu*****ard",CAG,"prakash hariharasubramanian you will never be able to stand any good thing about others. if it was a good deed, then it was only by bjp rss? fu*****ard",60.58,11.77,39,28,151,0
801,facebook_corpus_msr_466682,"70 innocent peoples killed themselves because of modi, the world biggest corrupt minister",OAG,"70 innocent peoples killed themselves because of modi, the world biggest corrupt minister",43.96,10.36,23,13,89,1
802,facebook_corpus_msr_466782,Poor Manmohansinghji; He probably thought the issues under discussion were 2G and coal scams.,CAG,poor manmohansinghji; he probably thought the issues under discussion were 2g and coal scams.,53.64,9.26,23,14,93,0
803,facebook_corpus_msr_357881,"#Mohsin_Khan Islam is a religion of hate. This religion particularly attracts the angry people and the hardened criminals. Most converts to Islam are prison inmates. They are emotionally unbalanced. They feel that they are victimized and they are angry at the world. Islam is a perfect religion for them. It validates their sense of victimization and provides then a definable enemy to hate. The new converts to Islam find a sense of direction in their lives that they never had before. However that is not the direction towards love, inner peace and enlightenment. In Islam they find a venue to express their anger, this time with no bang of conscience but with conviction, determination and a sense of purpose.  Political correctness is a major defect of the western ethos. Some Western countries have even passed blasphemy laws that would put you in legal hot waters if you say anything negative about Islam. This means that the truth about Islam cannot be said but Muslims are given total freedom to spread their religion with lies. Islam thrives were truth is suppressed. That is one reason that westerners convert to Islam. They are lied to. How do you expect a society to survive when truth is banned and lies are allowed? In west lack of political correctness, moral declination and innocency towards Islam and Islamic People in westerns are some of the reasons. In Muslim controlled countries, cunning Islamic laws and high birth rate are main reasons. In East love jihad, vigorous advertising of islam by degrading other religions,  fear blackmailing and Excessive highly birth rate of muslims infants are major reasons for muslim's high population growth rate. So where is the merit of islam in conversions?  Merit of islam in conversions is to provide all pseudo reasons for further immoral actions by new Muslims.",OAG,"#mohsin_khan islam is a religion of hate. this religion particularly attracts the angry people and the hardened criminals. most converts to islam are prison inmates. they are emotionally unbalanced. they feel that they are victimized and they are angry at the world. islam is a perfect religion for them. it validates their sense of victimization and provides then a definable enemy to hate. the new converts to islam find a sense of direction in their lives that they never had before. however that is not the direction towards love, inner peace and enlightenment. in islam they find a venue to express their anger, this time with no bang of conscience but with conviction, determination and a sense of purpose. political correctness is a major defect of the western ethos. some western countries have even passed blasphemy laws that would put you in legal hot waters if you say anything negative about islam. this means that the truth about islam cannot be said but muslims are given total freedom to spread their religion with lies. islam thrives were truth is suppressed. that is one reason that westerners convert to islam. they are lied to. how do you expect a society to survive when truth is banned and lies are allowed? in west lack of political correctness, moral declination and innocency towards islam and islamic people in westerns are some of the reasons. in muslim controlled countries, cunning islamic laws and high birth rate are main reasons. in east love jihad, vigorous advertising of islam by degrading other religions, fear blackmailing and excessive highly birth rate of muslims infants are major reasons for muslim's high population growth rate. so where is the merit of islam in conversions? merit of islam in conversions is to provide all pseudo reasons for further immoral actions by new muslims.",-233.05,121.04,474,303,1826,1
804,facebook_corpus_msr_333790,"We Indian citizen especially liberal not bhakts, will kill modi with Not sword,guns,riffle or bomb, but through our words. We will habe to openly question him. But he never allows anyone to.question him before public. Last election campaign , one hindu lady had raised her voice before modi , she was forcefully taken away by guards. Such is the coward modi! Darpok PM!",OAG,"we indian citizen especially liberal not bhakts, will kill modi with not sword,guns,riffle or bomb, but through our words. we will habe to openly question him. but he never allows anyone to.question him before public. last election campaign , one hindu lady had raised her voice before modi , she was forcefully taken away by guards. such is the coward modi! darpok pm!",9.01,27.16,98,61,369,1
805,facebook_corpus_msr_406624,He should be sent in thar or sahara desert where he can see his humshakals camels,OAG,he should be sent in thar or sahara desert where he can see his humshakals camels,100.71,3.19,17,16,81,1
806,facebook_corpus_msr_442516,These days RBI is puppet in the hands of govt,OAG,these days rbi is puppet in the hands of govt,103.62,1.29,11,10,45,1
807,facebook_corpus_msr_328482,"On one side, These same ministers says 'Any kind of Violence can' t be justified 'and on other side, Same minister is giving weapon to do violence. This is unconstitutional, Inhumane and unlawful as well.",CAG,"on one side, these same ministers says 'any kind of violence can' t be justified 'and on other side, same minister is giving weapon to do violence. this is unconstitutional, inhumane and unlawful as well.",35.95,16.94,56,35,204,0
808,facebook_corpus_msr_328483,This minister should ban alcohol rather than gifting a bat to beat her husband.. what are you trying to teach these newly married couples.. such a Stupid idea..,OAG,this minister should ban alcohol rather than gifting a bat to beat her husband.. what are you trying to teach these newly married couples.. such a stupid idea..,63.6,11.34,38,28,160,1
809,facebook_corpus_msr_496715,foolish comparison by CNBC...headless...not including purchasing parity figures and simply putting up nominal figures...foolish,OAG,foolish comparison by cnbc...headless...not including purchasing parity figures and simply putting up nominal figures...foolish,-12.83,18.53,34,14,127,1
810,facebook_corpus_msr_466512,the oiling of the spring doll was done yesterday by Sonia it seems...the toy is operational and has batteries put for his throat to function welll...,CAG,the oiling of the spring doll was done yesterday by sonia it seems...the toy is operational and has batteries put for his throat to function welll...,56.8,11.8,38,26,149,0
811,facebook_corpus_msr_491242,Heritage sell of retail divison will bring revenue down to 4500cr as per there 2020 TGT.. So thus thi CMP justify?,OAG,heritage sell of retail divison will bring revenue down to 4500cr as per there 2020 tgt.. so thus thi cmp justify?,72.72,8.33,28,21,114,1
812,facebook_corpus_msr_333682,"Anyone aware on what happened about making pan cards, aadhar card, passport and bank account for cows? 

I have also heard cows will get a subsidy from the government if they want to buy a house or send young ones to university",CAG,"anyone aware on what happened about making pan cards, aadhar card, passport and bank account for cows? i have also heard cows will get a subsidy from the government if they want to buy a house or send young ones to university",53.42,16.24,55,42,227,0
813,facebook_corpus_msr_330087,Why u r so much bothered about the permission given in Hinduism. Any idea of converting back to mother religon..??,OAG,why u r so much bothered about the permission given in hinduism. any idea of converting back to mother religon..??,63.87,9.32,29,20,114,1
814,facebook_corpus_msr_441316,"What about cyber crime ? Can our govt have efficient cyber crime team to deal with the cyber fraud ? Do our nation sufficient infrastructure to support digital payment ? Modi Ji, please stop fooling people with your Jumlas. Be practical & address to those issues which matters to the nation.",OAG,"what about cyber crime ? can our govt have efficient cyber crime team to deal with the cyber fraud ? do our nation sufficient infrastructure to support digital payment ? modi ji, please stop fooling people with your jumlas. be practical & address to those issues which matters to the nation.",22.33,21.82,76,47,291,1
815,facebook_corpus_msr_468448,"Except BJP's Party funds, all online. only BJP will keep black money.",CAG,"except bjp's party funds, all online. only bjp will keep black money.",74.81,5.81,17,12,69,0
816,facebook_corpus_msr_328724,Who u bloody speaking like this for our respectable leader. If u are a supporter or member pls get out from here and don't show ur black bloody face here again.,OAG,who u bloody speaking like this for our respectable leader. if u are a supporter or member pls get out from here and don't show ur black bloody face here again.,74.4,10.58,37,31,160,1
817,facebook_corpus_msr_400969,Hamare pas itani khatarnak nida karane vale bhayanak neta he pak ko saf kar dege,CAG,hamare pas itani khatarnak nida karane vale bhayanak neta he pak ko saf kar dege,90.09,4.42,18,15,80,0
818,facebook_corpus_msr_466590,Yaskant after watching I agree he resembles a scared student in class who is reciting his poetry under heavy stress😆😆😆😆,CAG,yaskant after watching i agree he resembles a scared student in class who is reciting his poetry under heavy stress😆😆😆😆,63.87,9.32,29,20,119,0
819,facebook_corpus_msr_400891,"Pakistanis are not human being. They are just scavengers and we should not expect anything from the wolves and hyenas. Why Pak is so enthusiastic? Reason is very clear, we in India have lots of Pakistani agent right from JNU to various political traitors. First of all shutdown JNU, put Farooq abdullah, Hurryats and separatists including some Congressi and Left leaders, NDTV journalists behind the bar. Complete ban of NGO and so-called human rights activists and some Media in Kashmir. Give true freehand to army to fight against the pro-pakistani sickular gangs in Kashmir until a single anti-India elements left in the valley.",OAG,"pakistanis are not human being. they are just scavengers and we should not expect anything from the wolves and hyenas. why pak is so enthusiastic? reason is very clear, we in india have lots of pakistani agent right from jnu to various political traitors. first of all shutdown jnu, put farooq abdullah, hurryats and separatists including some congressi and left leaders, ndtv journalists behind the bar. complete ban of ngo and so-called human rights activists and some media in kashmir. give true freehand to army to fight against the pro-pakistani sickular gangs in kashmir until a single anti-india elements left in the valley.",-27.48,42.68,158,103,631,1
820,facebook_corpus_msr_330427,these bhagwa terrorists can't digest their meals without dragging Islam in every talk as far as I understand these fake nationalists must be sent to borders to befitting reply Pakistan and china .,OAG,these bhagwa terrorists can't digest their meals without dragging islam in every talk as far as i understand these fake nationalists must be sent to borders to befitting reply pakistan and china .,36.88,16.07,52,32,196,1
821,facebook_corpus_msr_330396,Every Indian Trooper Deserves A Full Cartridge Of Bullets In His Head.,OAG,every indian trooper deserves a full cartridge of bullets in his head.,60.71,7.77,19,12,70,1
822,facebook_corpus_msr_330387,"Will some one tell here that if it was through mortar fire or gun fire from accross the boarder or LOC....how come the bodies were mutilated????? They were hit from a distance ...right...
or Indian Army is accepting the fact that Pak army cross the LOC and killed their soldier...???
Question is it means that it was a real surgical strick from Pak ...
and it has been happening continueosly for quit some time ...how could you cant protact yiurself ...?????? Pathetic Army #Rapendian Army",CAG,will some one tell here that if it was through mortar fire or gun fire from accross the boarder or loc....how come the bodies were mutilated????? they were hit from a distance ...right... or indian army is accepting the fact that pak army cross the loc and killed their soldier...??? question is it means that it was a real surgical strick from pak ... and it has been happening continueosly for quit some time ...how could you cant protact yiurself ...?????? pathetic army #rapendian army,9.45,32.56,111,83,489,0
823,facebook_corpus_msr_400961,"This person Aqsa Kashmiri   is a shame in the name of woman. Really ashamed to call this person a woman. She is the worst woman I have ever come across. She has no moral values of a woman. I wish to Bhagwan and to Allah who are the same, to never bring such person back to earth. Shame on calling this a woman.........",OAG,"this person aqsa kashmiri is a shame in the name of woman. really ashamed to call this person a woman. she is the worst woman i have ever come across. she has no moral values of a woman. i wish to bhagwan and to allah who are the same, to never bring such person back to earth. shame on calling this a woman.........",32.78,24.34,82,63,318,1
824,facebook_corpus_msr_480421,"you mean if you buy two hot burgers , they will buy  1-chapathi ..nascom -make it simple cnbc tv 18",CAG,"you mean if you buy two hot burgers , they will buy 1-chapathi ..nascom -make it simple cnbc tv 18",71.78,7.97,26,19,99,0
825,facebook_corpus_msr_466611,"Salute to this man he becomes PM, and served 10 years to prepare for such a speech, I am loving his spirit.",CAG,"salute to this man he becomes pm, and served 10 years to prepare for such a speech, i am loving his spirit.",84.52,6.94,26,22,107,0
826,facebook_corpus_msr_384451,Right said. She is worst than vulture. Telling her kiiner is absolutely insult to kinners,OAG,right said. she is worst than vulture. telling her kiiner is absolutely insult to kinners,61.89,8.35,23,15,89,1
827,facebook_corpus_msr_466648,Lol our  ex PM talks too .... I was not aware in his 10 year tenture,CAG,lol our ex pm talks too .... i was not aware in his 10 year tenture,90.09,4.42,18,15,68,0
828,facebook_corpus_msr_467804,How can i increase the speed of playing !! MMS is in slow motion,CAG,how can i increase the speed of playing !! mms is in slow motion,83.01,4.91,17,13,64,0
829,facebook_corpus_msr_466681,"Hey..Our ex pm can actually speak
..hurray...and I thought he was a born dumb and deaf....",CAG,hey..our ex pm can actually speak ..hurray...and i thought he was a born dumb and deaf....,84.84,5.4,20,16,90,0
830,facebook_corpus_msr_330460,"Laugh till you can ... because you know what's coming for you .
Illiterate rascals",CAG,laugh till you can ... because you know what's coming for you . illiterate rascals,63.49,7.63,20,13,82,0
831,facebook_corpus_msr_466583,I thought he had Alzheimer's!!??? How come he is talking like this?,CAG,i thought he had alzheimer's!!??? how come he is talking like this?,103.01,1.87,13,12,67,0
832,facebook_corpus_msr_467772,Congrats.... Finally our Ex PM has come out from COMA great achievement for Modiji....,CAG,congrats.... finally our ex pm has come out from coma great achievement for modiji....,65.73,7.57,21,14,86,0
833,facebook_corpus_msr_331112,"How the SC have forgotten the basic principles of legal jurisprudence that , A person cannot be the judge of his own case . Who stops the enquiry against the 7 judges of SC ,for the alleged corruption charges as such .The dalits may be branded as incomplete by birth ,But certainly not insane as such .",CAG,"how the sc have forgotten the basic principles of legal jurisprudence that , a person cannot be the judge of his own case . who stops the enquiry against the 7 judges of sc ,for the alleged corruption charges as such .the dalits may be branded as incomplete by birth ,but certainly not insane as such .",29.83,22.51,78,54,302,0
834,facebook_corpus_msr_440942,Mohammed Allaudin.  You need to convert your brain into digital. Do you want any help? Volunteers available in a place of your choice.,CAG,mohammed allaudin. you need to convert your brain into digital. do you want any help? volunteers available in a place of your choice.,62.11,10.31,33,23,134,0
835,facebook_corpus_msr_371612,India can't do nothing because bjp chor party shame on bjp!,OAG,india can't do nothing because bjp chor party shame on bjp!,80.31,4.79,15,11,59,1
836,facebook_corpus_msr_440057,"Fir fakir aaya jhola leke, Sahi kaha tha khud ko fakir, international fakir hai, fakir la kam jhola leke idhar idhar",CAG,"fir fakir aaya jhola leke, sahi kaha tha khud ko fakir, international fakir hai, fakir la kam jhola leke idhar idhar",64.66,9.46,30,21,116,0
837,facebook_corpus_msr_400829,"In other words, #Randian Army is saying Pakistani soldiers went across the LoC into #Randian side, Mutilated the bodies of two #Randian soldiers and came back while no one on the #Landian side dared them engage. 
How was the mutilation possible, oh maybe it was a real #Surgical_strike :p =D",OAG,"in other words, #randian army is saying pakistani soldiers went across the loc into #randian side, mutilated the bodies of two #randian soldiers and came back while no one on the #landian side dared them engage. how was the mutilation possible, oh maybe it was a real #surgical_strike :p =d",24.11,22.32,78,50,291,1
838,facebook_corpus_msr_330448,Why u bloody black indian go islamic country for jobs ?stay in india drink cow urine cola and enjoy...,OAG,why u bloody black indian go islamic country for jobs ?stay in india drink cow urine cola and enjoy...,67.33,8.59,27,19,102,1
839,facebook_corpus_msr_466720,"statue is talking...his battery is going to over....use atleast Duracell, dont used chinese battery",CAG,"statue is talking...his battery is going to over....use atleast duracell, dont used chinese battery",59.68,8.41,22,14,99,0
840,facebook_corpus_msr_331501,"If Turkey supports Pakistani stance on kashmir then India must unilaterally support Kurdistan, Cyprus and Greece in return LOL",CAG,"if turkey supports pakistani stance on kashmir then india must unilaterally support kurdistan, cyprus and greece in return lol",45.07,11.69,32,19,126,0
841,facebook_corpus_msr_326678,Teri maa ki choot Digvijay Bonawate maadarachod tune Allah ko gaali deke tere dharam ki seekh dikhai hai bhosdike yahi sikhaya hai ne tum logon ko Hindu dharam ne. .....chhootiye Teri bhen ki choot phaddoon ga saale randi seeta ki awlad,OAG,teri maa ki choot digvijay bonawate maadarachod tune allah ko gaali deke tere dharam ki seekh dikhai hai bhosdike yahi sikhaya hai ne tum logon ko hindu dharam ne. .....chhootiye teri bhen ki choot phaddoon ga saale randi seeta ki awlad,62.05,14.79,50,41,236,1
842,facebook_corpus_msr_466612,Modi is really tiger made them even dump once able to speak out..,CAG,modi is really tiger made them even dump once able to speak out..,89.52,4.0,16,13,65,0
843,facebook_corpus_msr_440961,some one ask Mr. narendra modi if he knows what is happening.,CAG,some one ask mr. narendra modi if he knows what is happening.,81.86,4.82,16,12,61,0
844,facebook_corpus_msr_331537,"Don't become blind in ummah love that you colloborate with ISI , ended up dropping nuclear bomb in Delhi killing Muslims and own families as well lol",CAG,"don't become blind in ummah love that you colloborate with isi , ended up dropping nuclear bomb in delhi killing muslims and own families as well lol",53.55,12.25,39,26,149,0
845,facebook_corpus_msr_466548,ohh god he can speak now ohh really modi has some magic with him that our ex pm is speaking he got his voice back with demonetisation,CAG,ohh god he can speak now ohh really modi has some magic with him that our ex pm is speaking he got his voice back with demonetisation,66.63,10.67,36,27,133,0
846,facebook_corpus_msr_440931,Congress has not done anything in past few years and now modi is doing they are critsising him. Kuch kam nahi karte aur dusra ko bhi nahi karne dete all haters jus shut up,OAG,congress has not done anything in past few years and now modi is doing they are critsising him. kuch kam nahi karte aur dusra ko bhi nahi karne dete all haters jus shut up,70.31,11.9,41,34,171,1
847,facebook_corpus_msr_330480,One cruise missile will blow your Dam phir water store kar Lena :D,OAG,one cruise missile will blow your dam phir water store kar lena :d,96.02,3.1,15,13,66,1
848,facebook_corpus_msr_437973,All jokers .... mainly the Urjit ... papet of Modi .. no personality. .. Shame as the Governor of RIB .....,OAG,all jokers .... mainly the urjit ... papet of modi .. no personality. .. shame as the governor of rib .....,21.4,14.25,32,16,107,1
849,facebook_corpus_msr_333811,"Anyone aware on what happened about making pan cards, aadhar card, passport and bank account for cows? 

I have also heard cows will get a subsidy from the government if they want to buy a house or send young ones to university",CAG,"anyone aware on what happened about making pan cards, aadhar card, passport and bank account for cows? i have also heard cows will get a subsidy from the government if they want to buy a house or send young ones to university",53.42,16.24,55,42,227,0
850,facebook_corpus_msr_330403,"Kashmiri girls are only for making Mujahideens happy and their bed warm.
Wow , what a freedom struggle of doing sex",OAG,"kashmiri girls are only for making mujahideens happy and their bed warm. wow , what a freedom struggle of doing sex",59.64,9.91,30,20,115,1
851,facebook_corpus_msr_330478,Indian govt is all Abt giving money to Bangladesh on the terms of Bangladesh ll give that all projects  to amabani n adani for thier benefits  lol who cares Abt soldiers or India they r just puppets of thier owners feku or pappu,CAG,indian govt is all abt giving money to bangladesh on the terms of bangladesh ll give that all projects to amabani n adani for thier benefits lol who cares abt soldiers or india they r just puppets of thier owners feku or pappu,45.14,17.65,60,43,228,0
852,facebook_corpus_msr_494750,Is shah rukh khan a business leader or a communal leader,CAG,is shah rukh khan a business leader or a communal leader,72.62,5.86,16,11,56,0
853,facebook_corpus_msr_467718,Shabd iske hai but bol kise aur ke....khud 10 saal madam madam krta raha ab bol raha.,CAG,shabd iske hai but bol kise aur ke....khud 10 saal madam madam krta raha ab bol raha.,90.05,4.92,20,17,85,0
854,facebook_corpus_msr_333539,"I don't know where this great country is heading for ? 

Politics is being played on cows ,  triple talaq & all that mess , just to stay in power.

When will these ppl realise that they r doing no gud to the country but just damaging it slowly with slow poison.",CAG,"i don't know where this great country is heading for ? politics is being played on cows , triple talaq & all that mess , just to stay in power. when will these ppl realise that they r doing no gud to the country but just damaging it slowly with slow poison.",41.79,19.36,66,48,261,0
855,facebook_corpus_msr_401108,Hamare sainik kya kar rahe te sunny leone ko dekh rahe t,CAG,hamare sainik kya kar rahe te sunny leone ko dekh rahe t,88.91,3.84,15,12,56,0
856,facebook_corpus_msr_467541,"Hahaa.. look who's speaking!!! 😂😂😂 Mr. Singh, please keep your Maun vrat chalu now also. If you choose to speak, explain about the scams ur UPA did between 2004 and 14.",CAG,"hahaa.. look who's speaking!!! 😂😂😂 mr. singh, please keep your maun vrat chalu now also. if you choose to speak, explain about the scams ur upa did between 2004 and 14.",77.12,10.2,36,31,168,0
857,facebook_corpus_msr_383604,Hindu daram hi galiz daram h y land ke pujari ko dekho ram ki bibi sita ko lanka se aate hi 2 bete hu undono ka bap koin tha hindu log batay,OAG,hindu daram hi galiz daram h y land ke pujari ko dekho ram ki bibi sita ko lanka se aate hi 2 bete hu undono ka bap koin tha hindu log batay,71.25,11.27,39,32,140,1
858,facebook_corpus_msr_331500,"Now you want dialogue on Kashmir how about a reverse dialogue on Kurdistan, Armenian and Greek genocides.",CAG,"now you want dialogue on kashmir how about a reverse dialogue on kurdistan, armenian and greek genocides.",45.26,11.17,29,17,105,0
859,facebook_corpus_msr_489140,These are the Unemployed Youth of Pakistan. Most of them Became Terrorists at Jaish E Mohd and Lashkar E Toiba camps. Those who got Rejected at the Terrorist Recruitment Drive are Busy Commenting here on Indian Facebook Pages.,CAG,these are the unemployed youth of pakistan. most of them became terrorists at jaish e mohd and lashkar e toiba camps. those who got rejected at the terrorist recruitment drive are busy commenting here on indian facebook pages.,41.37,16.93,57,38,226,0
860,facebook_corpus_msr_331467,"india have fake democracy. if we speak about democracy we can conclude that their democracy means ""buy patanjli product, ban on beaf,rape,killing of Kashmiri,stealing etcccc",CAG,"india have fake democracy. if we speak about democracy we can conclude that their democracy means ""buy patanjli product, ban on beaf,rape,killing of kashmiri,stealing etcccc",46.1,13.04,40,25,173,0
