,unique-id,text,aggresssion-level,preprocess,flesch_reading_ease,flesch_kincaid_grade_level,syllables,words,characters,class
1769,facebook_corpus_msr_383731,NO BODY HAVE RIGHTS TO BLAME ANY RELIGION PLZZZ EVERY ONE RESPECT ALL RELIGION ATLEAST PLZZZ SHOW YOUR HUMANITY,NAG,no body have rights to blame any religion plzzz every one respect all religion atleast plzzz show your humanity,62.88,9.21,28,19,111,2
1770,facebook_corpus_msr_482913,offering franchisee & zone master franchisee interested parties please cal 9738406045.,NAG,offering franchisee & zone master franchisee interested parties please cal 9738406045.,27.49,11.91,20,10,86,2
1771,facebook_corpus_msr_481066,I don't know in which categories he is actually talking about.Specify pls.,NAG,i don't know in which categories he is actually talking about.specify pls.,46.61,9.74,21,12,74,2
1772,facebook_corpus_msr_490474,Bhel officials said they had biggest order book so far..and executions will be good too,NAG,bhel officials said they had biggest order book so far..and executions will be good too,67.53,7.57,22,15,87,2
1773,facebook_corpus_msr_490472,"why individual investor track sensex nifty too much? look at classic turn around stories like jubilant life, delta, jain irrigation, edelweiss, etc etc",NAG,"why individual investor track sensex nifty too much? look at classic turn around stories like jubilant life, delta, jain irrigation, edelweiss, etc etc",47.39,12.36,37,23,151,2
1774,facebook_corpus_msr_467787,Are Bhai log Modi Raj me gunge bhi bolne lag Gaye. Kamaal karte ho Modi jee.,NAG,are bhai log modi raj me gunge bhi bolne lag gaye. kamaal karte ho modi jee.,90.13,4.66,19,16,76,2
1775,facebook_corpus_msr_466679,Thanks Sonia Ji for giving permission to speak to the Ex-pm for the first time.,NAG,thanks sonia ji for giving permission to speak to the ex-pm for the first time.,84.45,5.21,19,15,79,2
1776,facebook_corpus_msr_330070,Why is it a Muslim and Christian always have problems with BJP? Just look at the comments above,NAG,why is it a muslim and christian always have problems with bjp? just look at the comments above,80.47,6.51,23,18,95,2
1777,facebook_corpus_msr_435537,"mean he need some spy .....do not hire , own him with love ...yoooooou xerxes ...from leonidas",NAG,"mean he need some spy .....do not hire , own him with love ...yoooooou xerxes ...from leonidas",95.42,3.93,18,16,94,2
1778,facebook_corpus_msr_396190,N u knw Tauheed Khan... We Indians r already spending sleepless nights thinking abt how to free our baloch brothers.. N ofcourse.. Mohajir brothers... We want separate country for dem.. N wajiristan too bro.. What say!!??? :p,NAG,n u knw tauheed khan... we indians r already spending sleepless nights thinking abt how to free our baloch brothers.. n ofcourse.. mohajir brothers... we want separate country for dem.. n wajiristan too bro.. what say!!??? :p,48.1,15.74,53,37,225,2
1779,facebook_corpus_msr_466409,Dignity was on other side. For not disturbing. Let's see the nautanki the opposition is going to play when govt answers.,NAG,dignity was on other side. for not disturbing. let's see the nautanki the opposition is going to play when govt answers.,52.58,11.14,33,21,120,2
1780,facebook_corpus_msr_419931,Y only govt premises they should be banned everywhere. Both are equally disgusting,NAG,y only govt premises they should be banned everywhere. both are equally disgusting,63.49,7.63,20,13,82,2
1781,facebook_corpus_msr_463151,"Sir, I am looking for the this programme on TV right now.... But some different program is running....",NAG,"sir, i am looking for the this programme on tv right now.... but some different program is running....",75.77,7.16,24,18,102,2
1782,facebook_corpus_msr_477757,"I really don't understand how it is gona help, in any whic evr ways",NAG,"i really don't understand how it is gona help, in any whic evr ways",77.81,5.88,19,14,67,2
1783,facebook_corpus_msr_468701,Sanah Amir -- y don't u become a prime minister and execute this plan,NAG,sanah amir -- y don't u become a prime minister and execute this plan,69.99,6.73,19,13,69,2
1784,facebook_corpus_msr_409453,"TODAY We proudly celebrate 6th SEPT as a DEFEFCE DAY of our COUNRTY.

when in 1965, our Daring Tigers of PAKISTAN ARMY crushed the planned, organized and secret aggression of the INDIAN Army..
it was the War in which Worlds most number Tank
s were Destroyed..
and in Our Cities we have lots of those Indian Tanks, which were Crushed by Our Heroes.....

PAKISTAN ZINDABAD
PAK ARMY ZINDABAD........
http://www.facebook.com/photo.php?fbid=428040763908650&set=o.130917846955806&type=1",NAG,"today we proudly celebrate 6th sept as a defefce day of our counrty. when in 1965, our daring tigers of pakistan army crushed the planned, organized and secret aggression of the indian army.. it was the war in which worlds most number tank s were destroyed.. and in our cities we have lots of those indian tanks, which were crushed by our heroes..... pakistan zindabad pak army zindabad........ ",16.64,28.08,98,69,480,2
1785,facebook_corpus_msr_429541,Hope to be at the forefront of India's defence programme: AM Naik,NAG,hope to be at the forefront of india's defence programme: am naik,81.86,4.82,16,12,65,2
1786,facebook_corpus_msr_468444,Thank you for this ..please make govt sector online and cash less...still govt sector doesnt accepts cards..we cannot make NEFT orRTGS in urgent need as there is waiting time after adding bene,NAG,thank you for this ..please make govt sector online and cash less...still govt sector doesnt accepts cards..we cannot make neft orrtgs in urgent need as there is waiting time after adding bene,60.67,12.75,43,32,192,2
1787,facebook_corpus_msr_333577,I am from Assam and this type of incident took place during congress rule also...but first time it is reported 😠_and 4 ur kind info...here there is no so called Gau rakshak forces..u can be lynched even for stealing onions..it totally depends upon peoples mood.😕,NAG,i am from assam and this type of incident took place during congress rule also...but first time it is reported 😠_and 4 ur kind info...here there is no so called gau rakshak forces..u can be lynched even for stealing onions..it totally depends upon peoples mood.😕,40.84,18.74,64,45,262,2
1788,facebook_corpus_msr_488301,"Very great, teach new things to school kids for our country development and feature .....",NAG,"very great, teach new things to school kids for our country development and feature .....",71.77,6.73,20,14,89,2
1789,facebook_corpus_msr_408960,Ha..ha. What a picture to mock Hindu culture!!She is promoting non-Hindu culture and trying to convert the Congress men to Christianity.,NAG,ha..ha. what a picture to mock hindu culture!!she is promoting non-hindu culture and trying to convert the congress men to christianity.,40.49,12.83,36,21,136,2
1790,facebook_corpus_msr_451315,Why there is no Rti for Political parties.. Idiot Bhakts,NAG,why there is no rti for political parties.. idiot bhakts,61.33,7.19,16,10,56,2
1791,facebook_corpus_msr_406231,"Thank you Mr president

Geroge Washington was in favour of it",NAG,thank you mr president geroge washington was in favour of it,80.31,4.79,15,11,61,2
1792,facebook_corpus_msr_468440,"White transaction to be a new norm, says Arun Jaitley",NAG,"white transaction to be a new norm, says arun jaitley",86.71,3.65,13,10,53,2
1793,facebook_corpus_msr_495173,Is only central government responsible? What about the state government doing since last 5 years? how to get TRP ....start blaming Central government,NAG,is only central government responsible? what about the state government doing since last 5 years? how to get trp ....start blaming central government,47.39,12.36,37,23,149,2
1794,facebook_corpus_msr_469699,Don't panic and stay clam and long term will be good for all,NAG,don't panic and stay clam and long term will be good for all,102.53,2.19,14,13,60,2
1795,facebook_corpus_msr_415179,"Cnbc really !?!? Covering some random club match and that too in Bangladesh, either you are super obsessed with cricket or you are out of news !",NAG,"cnbc really !?!? covering some random club match and that too in bangladesh, either you are super obsessed with cricket or you are out of news !",56.25,11.62,37,25,144,2
1796,facebook_corpus_msr_403698,India is in reverse mode .... trying to adopt mythology of ancient Hindus...It was growing well before BJP's reign. Cow worshipping and now it's time to adopt Sati ....😃,NAG,india is in reverse mode .... trying to adopt mythology of ancient hindus...it was growing well before bjp's reign. cow worshipping and now it's time to adopt sati ....😃,57.56,12.19,40,28,169,2
1797,facebook_corpus_msr_466556,You guys making a fun of genius economist!! He is great Economist but not a Great leader !! Lol,NAG,you guys making a fun of genius economist!! he is great economist but not a great leader !! lol,66.37,8.47,26,18,95,2
1798,facebook_corpus_msr_502723,THiS will solve the problem of braindrain in our country and help in home made technological boost !,NAG,this will solve the problem of braindrain in our country and help in home made technological boost !,70.14,7.7,24,17,100,2
1799,facebook_corpus_msr_405056,all problems solution your life pt.Vinod Swami ji call&whatsapp no.+91-9928827268 / get your love back / Vashikaran / husband wife Disput / inter cast love marriage / Black Magic / business prombles Husband wife relationship Family problem solution;lover girlfriend Jadu-Tona contact no.+91-9928827268,NAG,all problems solution your life pt.vinod swami ji call&whatsapp no.+91-9928827268 / get your love back / vashikaran / husband wife disput / inter cast love marriage / black magic / business prombles husband wife relationship family problem solution;lover girlfriend jadu-tona contact no.+91-9928827268,12.85,20.41,67,36,301,2
1800,facebook_corpus_msr_466480,"Not to forget 1991, when India was on a brink of declaring bankruptcy.
India's foreign exchange reserves were barely a billion dollars and now is ballooned to 145 $ BILLION.",NAG,"not to forget 1991, when india was on a brink of declaring bankruptcy. india's foreign exchange reserves were barely a billion dollars and now is ballooned to 145 $ billion.",54.88,12.81,42,29,173,2
1801,facebook_corpus_msr_489989,we r holding tv18 netwrok18 since right issue ..any word on tht...when will it reward investors like other midcaps,NAG,we r holding tv18 netwrok18 since right issue ..any word on tht...when will it reward investors like other midcaps,76.23,7.35,25,19,114,2
1802,facebook_corpus_msr_495154,Where were u 2 years back ...u never reported such villages existed then ..it is huge failure on Congress and State govt...if u actually cared for the people of the village you would have shown ur concern not complain,NAG,where were u 2 years back ...u never reported such villages existed then ..it is huge failure on congress and state govt...if u actually cared for the people of the village you would have shown ur concern not complain,47.94,16.26,55,39,217,2
1803,facebook_corpus_msr_477712,For forgot students there have to go bank and how time to change money.,NAG,for forgot students there have to go bank and how time to change money.,89.9,4.2,17,14,71,2
1804,facebook_corpus_msr_335663,Dalit women raped and force to drink human urine by upper caste,NAG,dalit women raped and force to drink human urine by upper caste,88.91,3.84,15,12,63,2
1805,facebook_corpus_msr_467867,Who so ever are questioning his crediancals should first check their crediencials,NAG,who so ever are questioning his crediancals should first check their crediencials,46.61,9.74,21,12,81,2
1806,facebook_corpus_msr_443559,"Plz share view on astech life??  Bought @675,  today made 52 week high",NAG,"plz share view on astech life?? bought , today made 52 week high",89.52,4.0,16,13,70,2
1807,facebook_corpus_msr_470373,"Hi Sonia and Anuj, till when can we expect this kind of volatility in the market and from which level can we start investing ?",NAG,"hi sonia and anuj, till when can we expect this kind of volatility in the market and from which level can we start investing ?",66.15,10.0,33,24,126,2
1808,facebook_corpus_msr_372561,"Indian Army trying to divert attention from Kashmir unrest... where they stop internet access,social media bane, violation of human rights , killing of innocent Kashmiries on daily basis....thats why every Kashmiri stands against Indian aggression , but remember the struggle of self determination of Kashmirs people will continue until their freedom..",NAG,"indian army trying to divert attention from kashmir unrest... where they stop internet access,social media bane, violation of human rights , killing of innocent kashmiries on daily basis....thats why every kashmiri stands against indian aggression , but remember the struggle of self determination of kashmirs people will continue until their freedom..",-3.47,25.92,93,49,352,2
1809,facebook_corpus_msr_342162,"#ႩաҽՏօʍҽ_ႽႮԹҽɾɮ

ABP News уσυ 
нανє α nicҽ Tuesday
 ____________________ 
 уσυ ɾ cσσℓ  ABP News",NAG,#ⴉաҽտօʍҽ_ⴝⴎթҽɾɮ abp news уσυ нανє α nicҽ tuesday ____________________ уσυ ɾ cσσℓ abp news,89.52,4.0,16,13,95,2
1810,facebook_corpus_msr_456555,Hi sonia LT food or Kohinoor ....and view in rice stocks for long ...china to import from india,NAG,hi sonia lt food or kohinoor ....and view in rice stocks for long ...china to import from india,75.77,7.16,24,18,95,2
1811,facebook_corpus_msr_468443,if growth rates are hit for short-term why are these people saying that long term goals would be better..what's wrong is wrong..it does not matter who says or who does it..-_-,NAG,if growth rates are hit for short-term why are these people saying that long term goals would be better..what's wrong is wrong..it does not matter who says or who does it..-_-,71.67,10.96,38,31,175,2
1812,facebook_corpus_msr_403799,He is not India's boss. Turkey is not USA or Russia. Only these two countries can pressurize us. Turkey is just a normal country for us,NAG,he is not india's boss. turkey is not usa or russia. only these two countries can pressurize us. turkey is just a normal country for us,63.31,10.89,36,26,135,2
1813,facebook_corpus_msr_434197,"What abt nbfc cos like l&tf, Bharat financial or dhfl",NAG,"what abt nbfc cos like l&tf, bharat financial or dhfl",95.17,2.47,12,10,53,2
1814,facebook_corpus_msr_401153,"STAR AGENCY
      *Admission started *
STUDY MBBS,MS,MD,MDS IN TOP UNIVERSITIES OF  CHINA AND PHILIPPINES  
*CHINA 
-zhengzhou medical university 
-Guangxi medical university 
-Capital medical university 
-Ningxia medical university 
*Philippines -PERPETUAL university 
-LYCEUM university 
-DAVAD medical university 
*FOR more detail contact whatsapp :  +8615909602428,
Email :-Staragency9186@yahoo.com",NAG,"star agency *admission started * study mbbs,ms,md,mds in top universities of china and philippines *china -zhengzhou medical university -guangxi medical university -capital medical university -ningxia medical university *philippines -perpetual university -lyceum university -davad medical university *for more detail contact whatsapp : +8615909602428, email :-staragency9186.com",-55.35,31.41,109,42,402,2
1815,facebook_corpus_msr_355752,"Arvindji please stay away from this person ""kumar biswas"" because he is trying to spoil the party under the influence of bjp. He has alwsys praised shri narender Modi and he cannot be the part of aap. In the last election he contested from amethi as he could help the bjp candidate to win. He tried to damage the vote bank of congress and succeded. He is with the aap just to damage it with his dirty skill.",NAG,"arvindji please stay away from this person ""kumar biswas"" because he is trying to spoil the party under the influence of bjp. he has alwsys praised shri narender modi and he cannot be the part of aap. in the last election he contested from amethi as he could help the bjp candidate to win. he tried to damage the vote bank of congress and succeded. he is with the aap just to damage it with his dirty skill.",15.95,30.41,103,78,407,2
1816,facebook_corpus_msr_473109,What if I need same inr in any other country.??,NAG,what if i need same inr in any other country.??,95.17,2.47,12,10,47,2
1817,facebook_corpus_msr_428125,"Great to see you sir for the talking about development of jharkhand 
Jai jharkhand 
Jai hind",NAG,great to see you sir for the talking about development of jharkhand jai jharkhand jai hind,74.27,6.88,22,16,92,2
1818,facebook_corpus_msr_377586,"thanx pak army 

loads of love and prayers from Kashmir

indian deserves wrost then this

hope Pakistan will never forget the indian brutalities which we Kashmiries are facing from last 70 years
Pakistan zindabad
Kashmir paindabad",NAG,thanx pak army loads of love and prayers from kashmir indian deserves wrost then this hope pakistan will never forget the indian brutalities which we kashmiries are facing from last 70 years pakistan zindabad kashmir paindabad,50.45,15.17,51,36,230,2
1819,facebook_corpus_msr_506300,Modi ko kosne wale Nitish- Laloo combine now following Gujrat model.Ha.. Ha..ha,NAG,modi ko kosne wale nitish- laloo combine now following gujrat model.ha.. ha..ha,46.61,9.74,21,12,79,2
1820,facebook_corpus_msr_377485,"Pakistani army ki taraf se Indian army ki do shaheedo ki vitambana.. 
Modiji : hum iski kadi ninda karte hai.. 
Rajnath singh : hum ninda karte hai..  
Are ninda karte karte jawano / shaheedo ke naam par kaafi Chanda ekattha kiya aapne. 
Ab kuch action dikhao ya phir satta chod do..",NAG,pakistani army ki taraf se indian army ki do shaheedo ki vitambana.. modiji : hum iski kadi ninda karte hai.. rajnath singh : hum ninda karte hai.. are ninda karte karte jawano / shaheedo ke naam par kaafi chanda ekattha kiya aapne. ab kuch action dikhao ya phir satta chod do..,25.93,21.57,75,48,283,2
1821,facebook_corpus_msr_342163,"💢 Bot User 💢 Xingh Kannu 💢

 ♥PYTHON♥BOT♥TEAM♥

♪----» TAYYAB-XD.TK «----♪

♥♡o. BOT OWNER 💢 TAYYAB KHAN 💢",NAG,💢 bot user 💢 xingh kannu 💢 ♥python♥bot♥team♥ ♪----» tayyab-xd.tk «----♪ ♥♡o. bot owner 💢 tayyab khan 💢,99.27,3.89,19,18,106,2
1822,facebook_corpus_msr_489881,8700 put premiums eaten up by 75% in 2 hours.. Why is that so?,NAG,8700 put premiums eaten up by 75% in 2 hours.. why is that so?,89.9,4.2,17,14,62,2
1823,facebook_corpus_msr_507439,Hy i'm Florida follow me if you want to good friendship with me.i'm making new friends.....,NAG,hy i'm florida follow me if you want to good friendship with me.i'm making new friends.....,79.56,6.14,21,16,91,2
1824,facebook_corpus_msr_328229,"Why India Should #ScrapIndusWatersTreaty
Indus Water Treaty Is Illegal
The case of the 1960 Indus waters treaty, it has been signed by then Prime Minister Jawaharlal Nehru and “nowhere it is declared that the said agreement/treaty has been signed in the name of the President of India”, 
“According to the ministry of external affairs documents, nowhere disclosed agreement has been signed by the Jawaharlal Nehru for the President of India...,” 

“According to the impugned agreement 80% water goes to Pakistan which is a serious injury to the fundamental right of the citizens of India coupled with further financial and natural injuries to national interest.”

If We Indians Keep Quit Today Our Future Generations Will Blame Us And Never Going To Forgive Us

India Need Be Like China Fast And Furious And Must Have Ability To Say On Face.
China Claim South China Sea 
China Made And Develop 7 Artificial Man Made Islands On The South China Sea So Quickly 
Then Why Can't India Stop Water From Our Own States And Union Territories Of India
We Need To Build More Dam On Indus River And Must Have Iccha-Shakti To Say Only One Sentence To World Bank F*ck Off 
India Is Scraping Indus Waters Treaty

If China Can Do For Their Mother Land 
Then Why Not India (If India Cannot Do)
Then Their Is Some Serious Problem In Our Indian Government System With Our Political Partys And Also With Our Useless Politician.
Who Just Know To Bark But Cannot Take Action.

http://siteresources.worldbank.org/INTSOUTHASIA/Resources/223497-1105737253588/IndusWatersTreaty1960.pdf",NAG,"why india should #scrapinduswaterstreaty indus water treaty is illegal the case of the 1960 indus waters treaty, it has been signed by then prime minister jawaharlal nehru and “nowhere it is declared that the said agreement/treaty has been signed in the name of the president of india”, “according to the ministry of external affairs documents, nowhere disclosed agreement has been signed by the jawaharlal nehru for the president of india...,” “according to the impugned agreement 80% water goes to pakistan which is a serious injury to the fundamental right of the citizens of india coupled with further financial and natural injuries to national interest.” if we indians keep quit today our future generations will blame us and never going to forgive us india need be like china fast and furious and must have ability to say on face. china claim south china sea china made and develop 7 artificial man made islands on the south china sea so quickly then why can't india stop water from our own states and union territories of india we need to build more dam on indus river and must have iccha-shakti to say only one sentence to world bank f*ck off india is scraping indus waters treaty if china can do for their mother land then why not india (if india cannot do) then their is some serious problem in our indian government system with our political partys and also with our useless politician. who just know to bark but cannot take action. ",-174.83,99.75,378,250,1559,2
1825,facebook_corpus_msr_325512,Pak army rape modi daughter and go back. Now modi looking 4 real father of his grandchild,NAG,pak army rape modi daughter and go back. now modi looking 4 real father of his grandchild,70.14,7.7,24,17,89,2
1826,facebook_corpus_msr_414006,"Gifting to the legal heir or to the concerned person in blood relation is not illegal, diversion of funds from company to personal use is illegal though",NAG,"gifting to the legal heir or to the concerned person in blood relation is not illegal, diversion of funds from company to personal use is illegal though",44.7,13.73,43,27,152,2
1827,facebook_corpus_msr_471905,This is the time to stand united. Not for complaining.,NAG,this is the time to stand united. not for complaining.,86.71,3.65,13,10,54,2
1828,facebook_corpus_msr_470517,Hi anuj and Sonia pls share ur view on AVIATION SECTOR.,NAG,hi anuj and sonia pls share ur view on aviation sector.,80.31,4.79,15,11,55,2
1829,facebook_corpus_msr_466674,Dear Manmohan ji ... you are a economist ... you know this better than modi ji ... the taken step are appropriate for black money surgical strike ... please support the same by heart not by party mind ..,NAG,dear manmohan ji ... you are a economist ... you know this better than modi ji ... the taken step are appropriate for black money surgical strike ... please support the same by heart not by party mind ..,37.96,16.41,54,34,203,2
1830,facebook_corpus_msr_470716,When you became older and your son PM think even if you take a chance to walk bank for Money exchange.. hope you understand and even if she is not a mother of PM we will respect and give a way directly to the counter by respecting the age....,NAG,when you became older and your son pm think even if you take a chance to walk bank for money exchange.. hope you understand and even if she is not a mother of pm we will respect and give a way directly to the counter by respecting the age....,51.78,18.21,61,49,242,2
1831,facebook_corpus_msr_334593,Good.    Why they run to pak they have enough customers in India how much money they want.   Sm,NAG,good. why they run to pak they have enough customers in india how much money they want. sm,66.37,8.47,26,18,95,2
1832,facebook_corpus_msr_481823,"Trump as Hillary made Investigation on Modi, the coordination like Obama may loose and we know he has women phobia through his body language at many events.. So Trump would be better.  Anyhow both are worst as Trump is pro corporate and Hillary is corrupt..",NAG,"trump as hillary made investigation on modi, the coordination like obama may loose and we know he has women phobia through his body language at many events.. so trump would be better. anyhow both are worst as trump is pro corporate and hillary is corrupt..",40.84,18.74,64,45,257,2
1833,facebook_corpus_msr_330538,"एक फोन मे आपकी life change कर दुंगा((your problm solved in.3 days))
+91-9815215009 ONE CALL ONLY CHANGE YOUR LIFE BY ASTROLOGER((MY WHTSS APP NO.+919815215009))your ex lover back your life by astro,husband wife physical problm solution,All problm solution by astrologer +91-9815215009",NAG,"एक फोन मे आपकी life change कर दुंगा((your problm solved in.3 days)) +91-9815215009 one call only change your life by astrologer((my whtss app no.+919815215009))your ex lover back your life by astro,husband wife physical problm solution,all problm solution by astrologer +91-9815215009",45.68,16.83,57,40,284,2
1834,facebook_corpus_msr_331713,Jus to degrade the reputation of a person nd the hit he gave .... i think u cant digest it so makong all possible ways to degrade hmm,NAG,jus to degrade the reputation of a person nd the hit he gave .... i think u cant digest it so makong all possible ways to degrade hmm,63.5,11.11,37,27,133,2
1835,facebook_corpus_msr_495179,How can central government say it's the work of state government what is Mr.Yadav doing Ohh laying eggs:-),NAG,how can central government say it's the work of state government what is mr.yadav doing ohh laying eggs:-),66.37,8.47,26,18,106,2
1836,facebook_corpus_msr_457205,Or why lenovo only focusing on mobiles why not in gaming...on my opinion lenovo should establish gaming stores in every developed cities,NAG,or why lenovo only focusing on mobiles why not in gaming...on my opinion lenovo should establish gaming stores in every developed cities,46.07,12.3,36,22,136,2
1837,facebook_corpus_msr_467734,kitna jhootha hai aggarwal. usa is not having 11% inflation.  infact fed is trying thier best to create a 2% inflation so that they can raise the rate. but they are not able to do that.,NAG,kitna jhootha hai aggarwal. usa is not having 11% inflation. infact fed is trying thier best to create a 2% inflation so that they can raise the rate. but they are not able to do that.,52.8,14.84,50,36,185,2
1838,facebook_corpus_msr_477792,Ppl i am sure there is some strategy in pulling the money from the banks in other countries as well. But for now this is a brave move by India 🇮🇳it would trouble the common man for couple of days but on the long run this is going to make all of us happy and India will not be called developing country anymore.... 🙏🏻🙏🏻🙏🏻,NAG,ppl i am sure there is some strategy in pulling the money from the banks in other countries as well. but for now this is a brave move by india 🇮🇳it would trouble the common man for couple of days but on the long run this is going to make all of us happy and india will not be called developing country anymore.... 🙏🏻🙏🏻🙏🏻,34.8,24.3,81,64,320,2
1839,facebook_corpus_msr_468764,It has to be done like the way it was done...you can not prepare and give lead time...,NAG,it has to be done like the way it was done...you can not prepare and give lead time...,94.56,4.54,20,18,86,2
1840,facebook_corpus_msr_405904,Where is money goes not jawans get nor kissan poor people not get food all goes to pockets,NAG,where is money goes not jawans get nor kissan poor people not get food all goes to pockets,89.86,5.2,21,18,90,2
1841,facebook_corpus_msr_333755,cow smuggling and thefts r common in assam as they were smuggledinto Bangladesh from there having very high price,NAG,cow smuggling and thefts r common in assam as they were smuggledinto bangladesh from there having very high price,71.78,7.97,26,19,113,2
1842,facebook_corpus_msr_331536,"Omer Beigh you mean to say ,then they can talk about kashmir but we can not talk about Kurds.
You know , that's why we doubt patriotism of Muslims like you , who enjoys being an Indian thrashed by Turkey PM.
These Turkish",OAG,"omer beigh you mean to say ,then they can talk about kashmir but we can not talk about kurds. you know , that's why we doubt patriotism of muslims like you , who enjoys being an indian thrashed by turkey pm. these turkish",53.8,15.94,54,41,221,1
1843,facebook_corpus_msr_490792,Wt do u say abt l & t where it go,NAG,wt do u say abt l & t where it go,103.62,1.29,11,10,33,2
1844,facebook_corpus_msr_335850,And Our beloved PM Says Talaq Talaq Talaq to Dalits,NAG,and our beloved pm says talaq talaq talaq to dalits,78.25,4.83,14,10,51,2
1845,facebook_corpus_msr_438591,This wil b good in education .wil give  clearer vision of math n physics fundamentals esp trignometry,NAG,this wil b good in education .wil give clearer vision of math n physics fundamentals esp trignometry,45.26,11.17,29,17,101,2
1846,facebook_corpus_msr_436975,Bloody news channel check what is happening in Tamil nadu,OAG,bloody news channel check what is happening in tamil nadu,86.71,3.65,13,10,57,1
1847,facebook_corpus_msr_490633,Whats on L&T mind? Two similar ipos in three months...,NAG,whats on l&t mind? two similar ipos in three months...,95.17,2.47,12,10,54,2
1848,facebook_corpus_msr_466467,Dude even now the problem of atm is existing and long queues in bank. If such an initiative is to be taken then atleast the ground level work should have been strong. The reason behind telling is the govt banks are least cooperative even in this situation . An action should be taken against such employees. The idea of demonetisation would have been successful if all the bank employees support this moment and help the ppl rather than doing the opposite of what has been told. Timinaksh Sharma,NAG,dude even now the problem of atm is existing and long queues in bank. if such an initiative is to be taken then atleast the ground level work should have been strong. the reason behind telling is the govt banks are least cooperative even in this situation . an action should be taken against such employees. the idea of demonetisation would have been successful if all the bank employees support this moment and help the ppl rather than doing the opposite of what has been told. timinaksh sharma,-2.05,35.16,124,87,495,2
1849,facebook_corpus_msr_495003,Annual income not more than 6 lakhs . And no home in the name of their and their family .,NAG,annual income not more than 6 lakhs . and no home in the name of their and their family .,71.07,7.82,25,18,89,2
1850,facebook_corpus_msr_478194,and what about the money which is already in swiss bank?,NAG,and what about the money which is already in swiss bank?,95.69,2.65,13,11,56,2
1851,facebook_corpus_msr_473016,"how will a local kirana store except that card in a rural area, there lies the real problem",NAG,"how will a local kirana store except that card in a rural area, there lies the real problem",75.77,7.16,24,18,91,2
1852,facebook_corpus_msr_473124,"NRI, living far from Indian bank, 18000 Rupees, not visiting india before. 30th Dec. What should I do?",NAG,"nri, living far from indian bank, 18000 rupees, not visiting india before. 30th dec. what should i do?",66.37,8.47,26,18,102,2
1853,facebook_corpus_msr_467876,Dont show your stupidity by disrespecting such a  honourable person,NAG,dont show your stupidity by disrespecting such a honourable person,35.95,10.73,19,10,67,2
1854,facebook_corpus_msr_418199,'811' is a digital account opening experience that can be done anytime: Uday Kotak,NAG,'811' is a digital account opening experience that can be done anytime: uday kotak,53.64,9.26,23,14,82,2
1855,facebook_corpus_msr_468670,And so that everyone should have gotto know that simething fishi is to happen..!! Is that what you mean..?? 😂,NAG,and so that everyone should have gotto know that simething fishi is to happen..!! is that what you mean..?? 😂,80.79,6.96,25,20,109,2
1856,facebook_corpus_msr_477689,The move that very much needed form a long time. This is good governance indeed.,NAG,the move that very much needed form a long time. this is good governance indeed.,84.45,5.21,19,15,80,2
1857,facebook_corpus_msr_469855,He says Modi did this on wrong season for farmers..  Then what time he should have done?  Every month has something....,NAG,he says modi did this on wrong season for farmers.. then what time he should have done? every month has something....,72.72,8.33,28,21,119,2
1858,facebook_corpus_msr_440982,Hats off to Modi's leadership. We Indians couldn't get a better,NAG,hats off to modi's leadership. we indians couldn't get a better,64.92,6.94,17,11,63,2
1859,facebook_corpus_msr_405361,Tum to o bhi nahi karskte karke dikhanaa thumare g main dum Hain toh tum to Sirf bakte ho Kuch karke dikawo Teri MC BC,OAG,tum to o bhi nahi karskte karke dikhanaa thumare g main dum hain toh tum to sirf bakte ho kuch karke dikawo teri mc bc,83.32,7.85,29,25,118,1
1860,facebook_corpus_msr_477951,Just go and deposit in the bank.. and file ur ITR,NAG,just go and deposit in the bank.. and file ur itr,103.38,1.57,12,11,49,2
1861,facebook_corpus_msr_428135,"Success means dhoni  ,the success of investor meet is because of dhoni",NAG,"success means dhoni ,the success of investor meet is because of dhoni",74.81,5.81,17,12,70,2
1862,facebook_corpus_msr_471866,Good decision however pls make sure that ATM are having sufficient money especially 100 notes,NAG,good decision however pls make sure that atm are having sufficient money especially 100 notes,44.97,10.71,26,15,93,2
1863,facebook_corpus_msr_332151,What is this! Some kind of New thuglaq dystopian dream,NAG,what is this! some kind of new thuglaq dystopian dream,103.62,1.29,11,10,54,2
1864,facebook_corpus_msr_477780,Proude of our india whay becouse black money whell be raten,NAG,proude of our india whay becouse black money whell be raten,80.31,4.79,15,11,59,2
1865,facebook_corpus_msr_472063,Take appointment from bank..  Why people want exchange of money...  Very simple so that the money cant be detected else the best way is to deposit money..  But in the name of exchange same person is visiting different banks which increases the number of queue...  Check all the ids taken by different banks....,NAG,take appointment from bank.. why people want exchange of money... very simple so that the money cant be detected else the best way is to deposit money.. but in the name of exchange same person is visiting different banks which increases the number of queue... check all the ids taken by different banks....,25.34,22.89,80,53,310,2
1866,facebook_corpus_msr_418861,tv18 network 18 ...plz show some good profits and real results ....if u guys show complicated results wat to expect from others ? ur number one ..common,NAG,tv18 network 18 ...plz show some good profits and real results ....if u guys show complicated results wat to expect from others ? ur number one ..common,53.55,12.25,39,26,152,2
1867,facebook_corpus_msr_325498,"Pak soldiers are not human why you
do not blame these demonsPak paid
media stop such",NAG,pak soldiers are not human why you do not blame these demonspak paid media stop such,84.84,5.4,20,16,84,2
